text,label,prediction,cleaned_prediction
"It isn't the worst film ever made, the actors aren't apalling and the script and director are not completely inept. <br /><br />It isn't the best film ever made, the actors aren't excellent and the script and director are not completely brilliant.<br /><br />It falls somewhere in the middle. A fun somewhere. An enjoyable, well constructed somewhere.<br /><br />No need to say 'don't take it seriously' or 'so bad its good' or 'it wasn't scary'. None of these comments are relevant. <br /><br />Cut has atmosphere. It's that atmosphere which is actually very unique, and the one really original aspect of the movie, which personally is what makes the film, for me.",0,neutral,neutral
"The supernatural, vengeful police officer is back for a third installment, this time acting as guardian angel for a wrongfully accused female cop. Standard stalk and slash picture, yet well acted and directed, thus making it oddly interesting and watchable, though the violence isn't for the squeamish (especially the director's cut which was originally given an 'NC-17' rating).<br /><br />*1/2 out of ****",1,Neutral,neutral
"There's not really that much wrong with Crash of the Moons. Basically it's a few episodes of Rocky Jones, Space Ranger merged into a film. It is extremely dated, however. Winky's treatment of Vena is a good example of this. One has to remember that it was geared to be shown to children in the 1950's. In this respect, it succeeds. If you like children's sci-fi from the 1950's, go ahead and take a look at it. You'll see John Banner in a pre-sgt. Schultz role. He does a pretty good job in it. All in all, I'd give it a 6 out of 10. Not great, but not bad.",1,Neutral,neutral
"Enjoyable movie although I think it had the potential to be even better if it had more depth to it. It is a mystery halfway through the film as to knowing why Elly is such a recluse. Then, when we are finally given an explanation going back to her childhood there still isn't much detail. Perhaps had they shown flashbacks or something.<br /><br />Anyway, it is still a good movie that I'd watch again. 7/10<br /><br />",0,Mixed,mixed
"it´s a movie to see on tv and only once.. i mean, it´s good, but it´s a little too lengthy and the plot is so well-known, it isn´t very original but it isn´t boring. the best thing of the movie are the performances, natalie portman and susan sarandon are great actress and in this movie they have done a great job. i give it a 7.",0,mixed,mixed
"This movie has a lot to recommend it. The paintings, the music, and David Hewlett's naked butt are all gorgeous! The plot, a story of redemption, forgiveness, and courage in the face of adversity is also very interesting and touching -- and it's not predictable, which is saying quite a lot about a movie in this day and age. But, the acting is mediocre, the direction is confusing, and the script is just odd. It often felt like it was trying to be a parody, but I never figured out what it was trying to be parody *of*. And if it's not a parody, well, it remains a movie with great potential that it didn't live up to.",0,Mixed.,mixed
"This movie is breath-taking and mind-blowing. But I think maybe it can only be appreciated by die-hard RPG funs. It is like a game. One problem is the plot is too game-like and just has too many twists. The twists are excessive. Jude Law gives a very good performance. I really like him in this movie, just as Jerome in Gattaca and Gigglo Joe in A.I.",0,Mixed,mixed
"The Sarah Silverman program is very similar to Sarah's own stand up; It's so over the top with prejudice that you can't possibly take it to heart. The fact is, though, that while most all people will 'get it,' it doesn't mean they will all appreciate it. It's a very polarizing and one dimensional show, so if you don't like it after 10 minutes, you may as well give up there. If you do like it after 10 minutes, stay tuned, because every episode thus far has been as good as the last.<br /><br />Like all shows, though, it is not perfect. Personally I love the program, but there are some huge faults with it. Racist songs are funny, but get older a lot faster than Silverman seems to realize--a problem that I had with 'Jesus is Magic' as well. It seems as if Silverman gave herself a quota for songs per episode that doesn't need to exist. Not to mention that while the lyrics to the songs she writes are good, the music, well, isn't.<br /><br />Another thing to keep in mind is that while this show will for some reason appeal to fans of Monty Python, Upright Citizens Brigade, etc., it is nothing like those shows. I can watch Monty Python all day, but, as much as I like this show, I can't watch more than the half hour limit at a time. It gets flat very fast. The repeat value for this show is low too--the second time around an episode is fairly funny, and by the third time, in my opinion, it's boring.<br /><br />Still, that first time around is very, very funny. Give it a shot.",0,mixed,mixed
"Branagh and Fishburne deliver excellent performances in this version of the Shakespeare classic. Branagh plays Iago better than I've seen the character played in film or on stage. Some might say this film is overly Iago-centric, but I disagree. Fishburne, the first black Othello in film history ironically, delivers a powerful performance. Fishburne has always been a good actor, but this performance as the Moor of Venice may be one of his best. <br /><br />The one problem I have with this film, is the simple subtraction of a number of important scenes. Desdemona's character is given far less depth than she has in the play. In this film, she might as well not be added at all. One of the worst cuts made by Branagh in this film, was the subtraction of a conversation between Iago and Desdemona at the beginning of the second act. This part of the play shows that Desdemona may not be the innocent child she is portrayed as in this film. There were a number of subtractions that hurt the integrity of this film. <br /><br />However, if you have not read the play, or seen a film version of Othello before, I recommend this movie. The story, cut or not, is still incredibly enthralling. The acting, as stated previously, is very good. If some important scenes had been added, and Desdemona's character been prioritized a bit further, this would be a great movie. As it stands, it's still an admirable version of the original. I give it a marginal recommendation.",0,mixed,mixed
"I saw this movie last night and thought it was decent. It has it's moments I guess you would say. Some of the scenes with the special ops forces were cool, and some of the location shots were very authentic. I won't be putting this movie in my DVD collection but it is fair enough to recommend for renting. I guess nothing set the movie at another level compared to others of the same genre. The action is good, the acting is decent, the women are extremely seductive and exotic in my opinion, and the story is pretty interesting. 7 out of ten",0,neutral,neutral
"A £3.50 DVD can be a gamble and this was one that sort of paid off.<br /><br />A decent Saturday Night type movie that entertains if you gloss over the obvious plot flaws. Special effects are a bit few and far between with some repetition (and why does London always look as if it's in the 60's ?)<br /><br />If it had the budget of, say, Armageddon then I'm sure it would have performed better at the Box Office as the story is quite a good one.<br /><br />Overall, Tycus is consigned to B movie history but if you see it for £3.50 then it's worth buying.",0,mixed,mixed
"This movie shows life in northern Cameroon from the perspective of a young French girl, France Dalens, whose father is an official for the colonial (French) government, and whose family is one of the few white families around. It gives a sense of what life was like both for the colonists and for the natives with whom they associated. It's a sense consistent with another movie I've seen about Africa in a similar time period (Nirgendwo in Afrika (2001)), but I have no way of knowing how realistic or typical it is. It's not just an impression -- things do happen in the movie -- but the plot is understated. The viewer is left to draw his own conclusions rather than having the filmmakers' forced upon him, although the framing of the story as a flashback from the woman's visit to south-western Cameroon as an adult provides some perspective.",0,neutral,neutral
"Jim Carrey is good as usual, and even though there are quite a few 'Jim Carrey moments', it's definitely not a 'Jim Carrey movie'.<br /><br />It's targeted mostly at children, and I managed to enjoy it as such movie. It was promoted in Israel as another Jim Carrey movie, so those who expected a weird over the top comedy were disappointed.<br /><br />The movie has nice moments and works well as a movie for kids. I can't say I LOVED this movie, but then again I'm not its target audience!",0,neutral,neutral
Nothing great here but a nicely acted story about an abused deaf wife (Fonda) of a small time crook (Bochner)who gets involved with one of her husband's plans and his mistress. Sutherland and Weber are cops drawn into what turns out to be a unmysterious murder investigation and the story just flows along.,0,neutral,neutral
"The Japanese have always had incredible ambitions in their fantasy movies. They have always been ready to destroy cities by huge plastic monsters coming from outer space and elsewhere. The problem is they have never had the money to succeed in making convincing special effects. This film, released in France under the title Les envahisseurs de l'espace, is no exception. Its ambition is to show three creatures from the giant octopus to the giant lobster trying to have the upper hand on the humans. It's extremely awkward and laughable, but well quite enjoyable too. After all, we do like these creatures and these films after all, don't we?",1,Mixed,mixed
"I'm a HUGE fan of the twin sisters. Although this was one of their 'not soo good' movies. I'm not saying it's bad, I can't say it's bad, but this whole popular and not popular thingy isn't good. Although I give this movie a 4.",0,Neutral,neutral
"Last year was the 200th anniversary of Charles Darwin's birth, and the 150th anniversary of the publication of 'The Origin of Species', so it's fitting that Jon Amiel's 'Creation' got released. The movie focuses on the period of Darwin's (Paul Bettany) life while he was writing his famous work, and the mild strain that it put on his family life.<br /><br />I guess that the movie overplayed Darwin's tension with his religious wife Emma (Jennifer Connelly), and his guilt over his deceased daughter Annie, but I still like the thought of Darwin's theory working like a karate chop on religious dogma. As it was, the US was one of the last countries in which 'Creation' found a distributor, due to the creationism-evolution debate (yes, it's still going on).<br /><br />All in all, this isn't a masterpiece, but I recommend it the same way that I recommend 'Inherit the Wind'. I hope that one day, the creationism-evolution debate won't be an issue. If this film helps put the debate to rest, then more power to everyone in the movie! Also starring Martha West, Jeremy Northam, Toby Jones and Benedict Cumberbatch.",0,mixed,mixed
"Robin Williams does his best to combine comedy and pathos, but comes off a bit shrill. Donald Moffat is too one-note as his father-in-law. Jeff Bridges is excellent though as the quarterback, and Holly Palance and Pamela Reed are marvelous, carrying the film through most of its rough spots. It fills time nicely, but is little more than that.",0,mixed,mixed
I saw this last night in Fort Lauderdale. In general it was funny and I liked the characters especially Sabrina. The acting is good and the story line was OK except for the ending which left way to many strings dangling and we were like (what?) I wanted to know what happened to the characters and it was a strange ending that could have been done so much better.<br /><br />The film did portray rule life really well and we laughed throughout. It has flaws that is for sure but for a first time film for Ash Christian I thought it was good. You might want to wait for the DVD on this one. But if you get a chance to see it give it a shot,0,mixed,mixed
"I went to see this thinking it would be a great comedy and a comeback for Robin Williams, but when I saw it I realized I had bee lied to by advertisers as this is more drama than comedy, although it has a few really good laughs in it. It felt like I was watching two movies. One was a funny romp with Robin Williams that should have been the whole basin for the movie anyway, but you also get a techno thriller movie with political angst in the middle. I really don't know how to classify this film. But I can tell you it was good and I did laugh, not as much as I had hoped, but at least Williams is back in the right direction. See this but know before going it is not all comedy and is a little intense.",0,Mixed.,mixed
"When I saw the preview, I thought: this is going to be a great movie. And indeed it could have been. The actress playing the main character was very credible, and the beauty of the filming is undeniable. However the dialogues cast a dark shadow on the whole picture. The level of language was too familiar and too contemporary for an action taking place in 1610, and it took away most of the magic of the film. However, I must congratulate the translator, because the English sub-titles were more refined and appropriate that the original French cues, and it probably explains the good rating the movie received on the imbd!",1,Mixed,mixed
