text,label,prediction,cleaned_prediction
"I found this film to be a bit too depressing. I don't mind dramas, but this was a bit too much for me. Luckily, there does seem to be somewhat a decent outcome. I suppose it was well done. I'd watch it again, but it's nothing to rave about.",1,Neutral.,neutral
"A featherweight plot and dubious characterizations don't make any difference when a movie is as fun to watch as this one is. Lively action and spectacular stunts - for their day - give this movie some real zip. And there's some actual comedy from the ripping chemistry between the two leads. Quinn makes a good villain also, although his role is completely overshadowed.<br /><br />But don't be fooled by Maureen O'Hara's tough broad role, this is as sexist as any Hollywood movie of this era. You might be able to forgive that because of the time in which it was made, but it's still hard to get past. For all the heroism and gruesomely adult off-screen situations, this is still little more than an adolescent good time.",0,mixed,mixed
"Its very tough to portray a Tagore novel along cinematographic lines.And if you forget an obscure production of 1967 then its the first time that chokher bali has been done on a grand scale. Overall the sets looked fantastic with the right touches for making a successful period drama.Prasenjit,so used to doing crass commercial stuff made a good effort.I saw the Bengali version and found that Aishwariya's voice was dubbed,which made her dialog delivery a bit poor. While the director did a good job portraying each of the characters with finesse,yet there was very little in the way of meaningful plot,probably a lack of the story itself.However the development of the characters including those with minor roles seem to be the strongest point.Its tough to make some Tagore stories into films,as only the visual parts seem to get realized.",0,Mixed.,mixed
"Rickman is sexy and good, but the 'stranger' is less convincing - Reedus is sort of sexy, but he is not a consistent actor - this could be the director's fault in this case - we are supposed to find him alluring in the extreme just because he is 'pretty' - but that's not enough. The thwarted wife is almost convincing - 7 years marriage and she and Rickman's character should be more settled with each other, whether their roles are to be incompatible or not - they must have patterns by now. i get that, although i think the wife is a bit stiff in her role - and not convincingly attracted to the 'stranger' - so that's a failing - the unspoken bonding between the Rickman character and the 'stranger' is better done, even if we are not sure what it is. i miss Rickman's sexy English accent (luckily he slips into it and out of the American pattern). disappointing but with some great acting.",0,Mixed.,mixed
"Richard Willaims is an animation god. He was hampered in directing this film by the producer. The final product is a very uneven film with a very convoluted story, but some amazing moments of animation (like Emery Hawkins' 'Greedy'). Joe Raposo's repetitive music doesn't help either. It was made in wide screen so the VHS doesn't show it in all it's glory, let's hope for a letterboxed DVD someday. Still it's worth watching for some eye popping animation.",0,Mixed.,mixed
A clever overall story/location for a story. Action is respectable. The children are annoying and their motivation is unclear. The leading villain was a nice change but could have been better. 'I Love You' was more overplayed than 'you complete me' but at least Van Damme got a chance to show a little tenderness. One of Van Damme's better movies.,1,Mixed.,mixed
"One of Frances Farmer's earliest movies; at 22, she is absolutely beautiful. Bing Crosby is in great voice, but the songs are not his best. Martha Raye and Bob Burns are interesting, but their comedy, probably great in its time, is really corny today. Roy Rogers also appears- in a singing role. In my view only worth watching if you are a Frances Farmer fan, and possibly a Bing Crosby fan.",1,neutral,neutral
"Lensman is a rather lesser-known Anime gem from Toho and MK studios.It's loosely based on the novel,but it reminds me more of the game 'Metroid'.<br /><br />If you want to see this,see it in Japanese with Subtitles or just plain Japanese.The English dubbed version was almost cropped and edited to death.<br /><br />There is not much new,despite the fact that it's the 1st animated feature to combine CG-graphics with hand-drawn animation,but it's fun to watch,nevertheless.",0,neutral,neutral
"A routine mystery/thriller concerning a killer that lurks in the swamps. During the early days of television, this one was shown so often, when Dad would say 'What's on TV tonight?' and we'd tell him 'Strangler of the Swamp' he'd pack us off to the movies. We went to the movies a lot in those days!",1,Nostalgic,nostalgic
"I was actually satisfied when i played this game.The graphics were something new.The missions were great.But yet,I felt i wanted more out of this game.For a James Bond game its pretty good but not as good as his other games.It would be great if they could make a 360Remake for it.It would be much better then.This may just be cuz I'm into games as Resident evil,Dead rising and those kind of games.So it could be better but it was OK to play.One thing i absolutely hated about this game was Natalya!She was irritating dying all the time and she couldn't run either.I recommend this game for those who like FPS games more than i do.7/10 STARS",0,Mixed,mixed
"Inspector 'Dirty' Harry Callahan once again angers his superiors with his maverick approach to police work. Refusing to take a vacation he is given a simple case which takes him outside of San Francisco. However, he soon discovers a link between a recent murder in the city and a murder outside of the city, which leads him to the trail of a revenge killer.<br /><br />As an entry in the Dirty Harry franchise the film starts with some very promising moments, including the legendary 'Go ahead, make my day' line that Eastwood delivers wonderfully through clenched teeth before single handedly foiling a robbery. Very badass and it just what fans can expect from him. However, the film soon shifts gears and focuses on the mysterious revenge killer. The problem is that this killer isn't all that mysterious as she is characterized as much as Harry is. This really detracts from the presence of the main character who ruled all of his previous film appearances with, pardon the pun, Magnum Force.<br /><br />On the bright side this new storyline does draw several parallels to Harry's own unorthodox methods and gives his character dramatic depth that was not there before, but fans that were looking for another badass Harry outing will more than likely be somewhat disappointed. However, a tense climax ends the film on an exciting note so if you don't mind something a little different, it is a good movie for fans. --- 7/10<br /><br />Rated R for violence and a rape scene",0,Mixed.,mixed
"Some changes for the better (the special effects are more elaborate), some for the worse (Scott Grimes, a likable kid in the original, has turned into an awkward teenager), but generally this sequel is about on a par with the original - which doesn't say much. The PG-13 rating is questionable; although the film is not scary at all, there is some brief but quite explicit gore, and some out-of-place nudity. (*1/2)",1,neutral,neutral
"This was a fairly creepy movie; I found the music to be effective for this. The photographs Mario took of the village were also unnerving. However, I had three problems with this film. One is that the lighting was very dark so some of the time it was hard to tell what was going on, but this may have just been my copy. The second is that the very beginning is not explained very well and I'm still not sure what was going on there. The third problem is that I didn't understand the ending, but apparently some people do. Of course there are also the usual problems of people doing stupid things, and the male lead is very 70s. All in all, watchable but not even close to being a favorite.",1,neutral,neutral
"This movie was horrid and at the end made me wonder why someone went to the trouble to make it. Now it was not all bad, I have studied film and this film was put together very nicely and had very good cinematic everything with interesting angles to very nice lighting and excellent camera work. I wish I could have seen it back in school because it would have made a good film to write a paper on. BUT........ Since I have graduated and lost most of my film pretentiousness I have realized that a film should be entertaining above all, this movie was long and boring and I'm not sure when it finally got to the point that it was worth my time.<br /><br />",1,Mixed.,mixed
"Richard Farnsworth is one of my favorite actors. He usually gives solid performances, such as in The Straight Story, and The Grey Fox. He also does fairly well here, but the rest of the film suffers from a low budget, poor writing, and so-so photography. The Miller-Movie formula gives it a 4. Richard gets a 5.",1,Mixed.,mixed
"This film is just a kids against evil genre. Thunderbirds is just the hook to get people to see it, but are almost incidental in use. The fact that the action takes place on Tracy Island is just a ploy to pull in the public. It was interesting to note what the film makers view of future London will be and how the World all fits together.<br /><br />The best part of this film are some of the lines delivered by Lady Penelope which are highly comical. These provided some light relief for those expecting a rerun of the TV series.<br /><br />Having said that it passes 90 or so minutes in a 'fun' way and so may just be worth watching.",1,neutral,neutral
"1st watched 1/1/2003 - 3 out of 10(Dir-Henri Verneuil): Sober drama about a well-to-do Doctor who gets into trouble carrying on a relationship with a younger woman, whom his family brings in to live with them, as well as being married to another in the same household. His searching for happiness is not clear, but they do bring out the reason for his unhappiness rather well by displaying the overbearing trait of the females in his wife's line. Well played, but predictable drama.",1,Mixed.,mixed
"As a child the first installment ('The Little Mermaid') was my favorite movie. It was filled with great characters, songs, and a fun family film. A week or so again I watched this movie for the first time. I believe that this movie was like most sequels and didn't surpass their original. I think that I feel this way possibly because I had high expectations and I have grown up. However, it is not a bad film.<br /><br />It starts when Ariel has just given birth to a beautiful child, Melody. Eric and Ariel feel threatened by Morgana (Eurselas' sister), so they build a large wall around their house which lies on the sea. As Melody grows up she begins to wonder outside of the walls where she is forbidden to go. Trouble stirs up as Morgana tries to take control of the seven seas.<br /><br />I don't want to give away any of the movie so you have to see it to find out. I did like that the voices are the same and again wonderful singing. I think this is a good family film though overall!",1,neutral,neutral
"But to be a little more precise I do not think that it is as bad as it actually could be. Eventhough the actors (famous to semi-famous) didn't do a very great job. Directors fault? Could be the script as well hard for me to say? Anyway, if you are after a lot of cool guns and action this is not the movie for you but they do run around with a lot of ww2 vintage guns. Sort of fun :) Well I guess I could say more but it just doesn't feel as if it's worth it. If you are desperate enough or a Hackman freak see it otherwise don't!<br /><br />Live well and prosper",1,neutral,neutral
"I raced to the library to check out this miniseries after having just finished listening to the marvelous 'talking books' unabridged version of the book. The first half of this TV version is really very good, but it stumbles quite a bit in the second half. The relationship with the trustee is overplayed and conflicts are inserted between Jean and Joe that don't exist in Shute's story, unwisely in my opinion, as they greatly diminish the power of their love story. I was disappointed to find that the wonderful Bryan Brown's Joe seemed a lot cockier and much less appealing than the man in the book, but Helen Morse's Jean was really quite good. I think they would have had to make this a 10-hour miniseries to develop the outback story properly. But all that said, I did watch whole thing in more or less one go and did appreciate its merits, all the while wishing that someone would do a less soapy remake.",0,Mixed.,mixed
"If you watch this series you will get an interesting 10 chapters about a sleeper cell's story and each characters. And more intense with a FBI's infiltrate.<br /><br />Nice story, nice characters and performs, but something is wrong (for me, of course). The final is wrong. You wait ten chapters hoping a great final (it doesn't matters if they fulfill its objectives or not) but.. well... I think is not enough. Its a small final for a big series. Also I hoped more definitions about characters stories.<br /><br />But, I repeat, it's and interesting miniseries. If you don't want to wait with large series (22-24 chapters), watch it. I give 7 of 10.",0,mixed,mixed
"It isn't the worst film ever made, the actors aren't apalling and the script and director are not completely inept. <br /><br />It isn't the best film ever made, the actors aren't excellent and the script and director are not completely brilliant.<br /><br />It falls somewhere in the middle. A fun somewhere. An enjoyable, well constructed somewhere.<br /><br />No need to say 'don't take it seriously' or 'so bad its good' or 'it wasn't scary'. None of these comments are relevant. <br /><br />Cut has atmosphere. It's that atmosphere which is actually very unique, and the one really original aspect of the movie, which personally is what makes the film, for me.",0,neutral,neutral
"You sit there for a half an hour and watch a story, believing it all, then watch another half an hour of the same story utterly unraveling... and then put back together again. Brilliant.<br /><br />One of the most exciting feature films at the San Francisco International Film Festival is a documentary. I don't know if - other than Andrew Jarecki's 'Capturing the Friedmans' - there has ever been anything like Anna Broinowski's 'Forbidden Lie$.' It features, exposes, defends, reveals, and questions everything about Norma Khouri, author of 'Honor Lost,' the acclaimed and lambasted 2001 bestseller about honor killings in Jordan.<br /><br />What is quite incredible and what makes the film so exceptional is that this 'exposure' of Khouri is made with Khouri's full participation.<br /><br />For the initial portion of the film, Khouri presents her story about the supposed honor killing of a friend of hers in Amman, the story of the book. She sounds completely believable, convincing.<br /><br />Then her story is taken apart, exposed, by eminently believable and convincing people, such as women's rights activists in Jordan, investigative reporters there and in Australia, where Khouri lived for a while.<br /><br />Khouri comes back and denies the accusations, taking a successful lie-detector test in the process. There comes another segment of devastating exposures - not to be specified here because that would lessen the shock value... and then Khouri comes back and faces the accusations (not all, but the essential ones in the matter of the book).<br /><br />And the Houdini act continues, with round after round in this heavy-weight, seesaw prize fight, surprise after surprise - and there is no 'happy ending' in the sense of resolution. Brilliant.",0,Brilliant,brilliant
"It was 9:30 PM last night at my friend's camping trailer and we were so hyped to watch South Park (a new episode). The thing is, in my country, South Park airs at 10:30 PM and we decided to kill time by watching the show now airing, Father of the Pride. I'll start by saying that I have only watched to episodes. The first time I watched it, I found it unfunny and crude for nothing, so I thought ''Holy sh*t, I have a football game early tomorrow, so I have to stop watching stupid cartoons''. But yesterday, I tried to give Father of the Pride a second chance. I find that it's a complete rip-off of The Simpsons, only replacing yellow human characters by lions instead.<br /><br />The second thing is I wonder why it got it's TV-14 rating. I find The Simpsons a lot more vulgar, and the only real vulgarity in this show is a few homosexual (unfunny) jokes. The Simpsons is also a lot more violent (Halloween specials) and crude. I also heard that the creator of the series has also directed Shrek 2, well I've got news for him: Shrek 2 was way better and I think he stayed too much in the family thematic. However, I must admit that Father of the Pride did make me smile (even burst out laughing once) three or four times.<br /><br />All in all, I don't mind Father of the Pride. I don't hate it, but I don't like either. I've seen way better from ''The Simpsons''.<br /><br />3.5/10",1,neutral,neutral
"A paranoid scientist creates a wolfman by transfusing wolf blood into a meek, quiet, but very large gardener, in order to prove an hypothesis. So the gardener begins nightly rampages and the scientist tries to use him to reclaim his credentials, but is rebuffed by his former colleagues for tampering with nature. Island of Dr Moreau, Frankenstein and various wolfman films all blended together into a terribly dated, goofy, morality play.<br /><br />Though the subject matter is pedantic and unoriginal at best, this film is not too poorly made, and interesting to watch as a representative of horror film making of its time. Like most mad scientist films, this is a weak warning against fooling around with Mother Nature. It doesn't have the power or intellectual challenges of Frankenstein, but it doesn't ever extend its reach anyway. The acting is passable, as is the cinematography, and the film moves along at an entertaining clip. Some of the dialog is utterly ludicrous, but hey... it's just a movie - and a B minus one at that. There are also a few nice shots of a wolf, and a smattering of humor tossed-in to prevent the film from appearing to take itself too seriously - always a plus for this genre.",1,mixed,mixed
"There's not really that much wrong with Crash of the Moons. Basically it's a few episodes of Rocky Jones, Space Ranger merged into a film. It is extremely dated, however. Winky's treatment of Vena is a good example of this. One has to remember that it was geared to be shown to children in the 1950's. In this respect, it succeeds. If you like children's sci-fi from the 1950's, go ahead and take a look at it. You'll see John Banner in a pre-sgt. Schultz role. He does a pretty good job in it. All in all, I'd give it a 6 out of 10. Not great, but not bad.",1,neutral,neutral
"Just okay film about a woman who is a twin having disturbing visions of her sister in danger back at home. She then returns home to find all is not well and that she is going to have to find out what happened to her sister and why.<br /><br />This is the sort of thing that kind of almost works but doesn't quite. I can't really put my finger on why it didn't work but it was good enough that I kind of wished it was better, or at least had gotten the little things right- like having the girls who play the twins in the flashbacks be closer in size. I think perhaps thats whats wrong with it there are lots of little things that just are wrong.",1,neutral,neutral
"Half Past Dead, starring Steven Seagal in the main role was a major B-hit. Half Past Dead 2 is just a direct-to-video sequel, an action movie with nothing lose but with no capacity to win something. It's less entertaining than the first one: in all aspects. But it's although worthy a look. If you like action movies or just something to watch during a popcorn session; if you also like to watch former WWE stars on screen or even if you love to watch sequels, even if they are direct or not.<br /><br />Kurupt did a good job, Bill Goldberg was below the average, I think he isn't made to the job. Kurupt is a good comedian, I say. The rest did the job, but nothing amazing, nothing far from alright.<br /><br />Technical details, well, a production made by Sony can't be great. Cinematography was a disaster but overall direction was acceptable. Whatever, just watch it if you want. If you watch, you won't lose anything. But if you don't... well, you won't lose either.",1,neutral,neutral
"'A stage company cast finds themselves terrified when a bizarre killer known as 'The Fiend' targets them for death. A pair of reporters and their clumsy photographer set out to work the story of 'The Fiend' and find themselves targets as well. Just as you think our trio of heroes has the case solved, you're thrown another twist that has you wondering who the killer really is,' according to the DVD sleeve's synopsis.<br /><br />Taking 'The Hunchback of Notre Dame' to Hollywood, producer Sam Katzman's lack of studio settings probably helps 'A Face in the Fog' look interesting, especially toward the end (1930s traffic). The direction could be improved upon; for example, the camera angle on the fight scene is not helpful. The budget appears slight. Under the circumstances, most of the silent/talkie crossover cast perform it amiably.<br /><br />**** A Face in the Fog (2/1/36) Robert F. Hill ~ Lloyd Hughes, June Collyer, Al St. John",1,mixed,mixed
